filename,zero_crossing_rate,spectral_centroid,spectral_rolloff,spectral_bandwidth,chroma_stft,rms,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
backLeg2_3.wav,0.2171009234828496,4461.590088306463,6844.866943359375,2423.2495177021897,0.49383237957954407,0.015156800858676434,-479.9974365234375,96.43672943115234,-120.5465087890625,46.35475540161133,1.4701029062271118,4.058535099029541,43.13285446166992,-27.981298446655273,12.374375343322754,22.81696319580078,-5.319238185882568,30.492719650268555,10.417292594909668,-5.622793674468994,8.219719886779785,-14.680206298828125,-11.277417182922363,7.809635639190674,-8.06093692779541,-9.915641784667969,backLeg
backLeg4.wav,0.08138192612137203,4140.444805897679,8207.7392578125,3791.412468220087,0.4434588849544525,0.21141743659973145,-143.01043701171875,79.94989013671875,-60.584964752197266,16.36794090270996,-12.013106346130371,27.07847785949707,-5.021724224090576,0.623843252658844,2.268695592880249,11.397435188293457,2.3943705558776855,16.23888397216797,8.755610466003418,11.036431312561035,-0.6832016110420227,-8.503796577453613,1.1968013048171997,13.543594360351562,0.29196080565452576,2.75534725189209,backLeg
backLeg5.wav,0.1004287598944591,4390.647881965685,8552.2705078125,3807.124426937839,0.5680181384086609,0.19612586498260498,-136.50025939941406,77.40826416015625,-67.70426177978516,22.972436904907227,-9.127102851867676,30.024003982543945,-8.805157661437988,6.62045431137085,0.28352513909339905,7.458169460296631,10.783740043640137,11.997607231140137,7.478907108306885,13.90129566192627,-3.1927759647369385,-3.9906222820281982,-5.0264458656311035,17.48127555847168,7.480892658233643,-1.1277048587799072,backLeg
backLeg2_2.wav,0.2770448548812665,6980.946274053617,11624.3408203125,4188.827795844894,0.4821993112564087,0.20310868322849274,-184.575439453125,-2.5655152797698975,-72.47037506103516,8.935791969299316,-29.801605224609375,13.280064582824707,-18.410446166992188,-11.590073585510254,-17.46805763244629,7.637696743011475,-14.798748016357422,13.476573944091797,-4.450759410858154,-3.1082684993743896,-7.230100631713867,-14.894749641418457,-9.778732299804688,12.003666877746582,-8.929163932800293,-3.4168341159820557,backLeg
backLeg7.wav,0.09754287598944592,4471.118177086098,9007.159423828125,4120.060659510768,0.5135716199874878,0.18606175482273102,-145.50636291503906,77.07410430908203,-56.29090881347656,21.064241409301758,-8.217550277709961,31.941503524780273,-6.9606194496154785,4.851773738861084,3.479100465774536,7.642538547515869,0.5908992886543274,17.962434768676758,7.526010990142822,16.2730712890625,-6.9747314453125,-4.602260589599609,2.593250036239624,9.291342735290527,4.6088175773620605,7.345378398895264,backLeg
backLeg6.wav,0.0870712401055409,4219.138675366573,8632.122802734375,4015.441669334832,0.6122086644172668,0.1931333988904953,-149.35557556152344,78.54694366455078,-57.1729621887207,25.52080726623535,-10.5257568359375,37.38772964477539,-4.027044773101807,12.074746131896973,2.315772771835327,7.709417343139648,0.14483903348445892,13.869564056396484,5.655149936676025,11.260891914367676,-2.762502431869507,-7.33372163772583,1.0710817575454712,12.438030242919922,5.521871566772461,3.8190619945526123,backLeg
backLeg2.wav,0.15930079155672824,5426.193017900565,9704.296875,4060.610263186587,0.40242844820022583,0.1628492921590805,-166.43455505371094,49.7804069519043,-57.1627311706543,27.494436264038086,-13.318801879882812,41.244361877441406,4.793997287750244,1.1663378477096558,-0.7275034785270691,2.2852203845977783,2.416186809539795,13.505756378173828,6.158908367156982,16.384004592895508,-13.394116401672363,-5.256832599639893,1.6938849687576294,9.949532508850098,9.342486381530762,-0.406749963760376,backLeg
backLeg4_3.wav,0.23383905013192613,4590.592518775542,6771.295166015625,2319.226306097316,0.39070260524749756,0.009843830019235611,-525.3446655273438,103.6031265258789,-140.90911865234375,54.87563705444336,-1.1152445077896118,3.414923906326294,57.39836502075195,-26.805463790893555,6.334196090698242,19.57172966003418,-7.5196003913879395,26.30297088623047,5.04982328414917,-9.69167423248291,2.7519586086273193,-15.835411071777344,-5.820709228515625,13.525115013122559,-4.8988871574401855,-8.463822364807129,backLeg
backLeg4_2.wav,0.2879287598944591,7214.19930457295,12325.067138671875,4418.149901007719,0.5393586754798889,0.16828475892543793,-185.818359375,11.161713600158691,-55.72711181640625,5.9317402839660645,-39.309566497802734,7.289878845214844,-21.299524307250977,-10.490381240844727,-19.83539390563965,9.514945030212402,-14.617457389831543,9.487175941467285,-3.1088922023773193,4.336212158203125,-7.700276851654053,-10.616589546203613,-10.917685508728027,12.204109191894531,-14.607037544250488,-4.430671691894531,backLeg
backLeg3.wav,0.112467018469657,4944.890092784141,9510.498046875,4163.521315932546,0.5954628586769104,0.2002853900194168,-152.86216735839844,49.47502517700195,-56.307491302490234,35.31545639038086,-14.417320251464844,40.06474685668945,2.441297769546509,10.224594116210938,0.4598720967769623,11.458285331726074,0.020509561523795128,19.815887451171875,9.803990364074707,13.682068824768066,-3.7393932342529297,0.5958110690116882,-2.576653480529785,12.135584831237793,11.122408866882324,-0.8603083491325378,backLeg
backLeg6_2.wav,0.279188654353562,6889.140572403955,11326.46484375,4035.5842693744667,0.4518945515155792,0.2525584399700165,-156.9972381591797,9.444125175476074,-61.456817626953125,13.057845115661621,-42.62415313720703,15.625175476074219,-15.687237739562988,-13.254290580749512,-13.589266777038574,5.449924468994141,-17.98834800720215,12.083659172058105,-0.3494095802307129,7.6574273109436035,-13.230191230773926,-14.279570579528809,-13.171073913574219,4.2170586585998535,-6.803863525390625,-6.64942741394043,backLeg
backLeg1.wav,0.11873350923482849,4895.902125350519,9183.013916015625,4012.3898440719254,0.6059685945510864,0.21135319769382477,-165.56712341308594,42.693904876708984,-56.99821472167969,40.494754791259766,-19.308198928833008,39.046634674072266,1.8325148820877075,6.6265130043029785,7.644920349121094,13.933558464050293,2.880605697631836,20.582048416137695,9.384236335754395,21.360427856445312,-2.563706398010254,-4.2853569984436035,4.902568817138672,10.350600242614746,8.184739112854004,2.8975913524627686,backLeg
backLeg6_3.wav,0.22889182058047494,4602.692526314586,6784.75341796875,2317.85475460846,0.33791500329971313,0.014649969525635242,-493.138427734375,88.10442352294922,-126.6501693725586,49.7000846862793,4.862606525421143,4.595441818237305,51.37509536743164,-23.900171279907227,8.176091194152832,22.69771385192871,-5.425743103027344,28.23712730407715,5.405880451202393,-13.170191764831543,4.490112781524658,-20.321237564086914,-14.64926815032959,15.172074317932129,-2.3263938426971436,-9.512797355651855,backLeg
